gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,Churn,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,Cluster,PCA1,PCA2
1,0,1,-0.2187151269579764,1,0,-1.45428629925072,0,0,1,1,0,0,0,-1.2098263483568548,1.0226191809477658
1,0,0,1.6137012404433893,1,0,0.6727005497687596,0,1,0,0,1,0,2,1.536144813630535,0.6098534440735267
0,0,1,0.758573602322752,1,0,0.174188007029819,0,1,0,1,0,0,2,0.617082435683835,0.49067998927111256
0,0,0,1.125056875803025,1,0,0.971808075412124,0,1,0,1,0,0,2,1.4329581342616606,0.0413761782084199
1,0,0,-0.62591876415828,1,1,-1.5207546382825785,0,0,1,0,0,1,0,-1.5566225277054426,0.6208313791315695
0,0,0,1.6137012404433893,1,0,-1.45428629925072,0,0,1,1,0,0,1,0.07511671659019008,2.126680046619475
0,0,0,0.0256070553622056,1,0,1.3041497705714176,1,0,1,1,0,0,3,0.905282256363121,-0.8728822009490519
0,1,1,1.369379058123207,1,1,1.3373839400873468,0,0,1,1,0,0,2,1.9399881619818227,0.120389359828806
0,0,1,1.4915401492832985,1,1,1.3041497705714176,1,0,1,1,0,0,2,1.9491496722319295,0.3183080023403269
1,0,0,-1.1145631287986442,1,0,0.174188007029819,1,1,0,0,1,0,3,-0.7358422690463983,-0.9535571210268557
0,0,0,1.002895784642934,1,1,1.2044472620236295,0,1,0,0,0,1,2,1.5032023806588115,-0.2078566837165878
0,1,0,-0.9924020376385532,1,0,0.3735930241253952,1,1,0,0,1,0,3,-0.4550845269333592,-1.111717890644343
0,0,0,-0.748079855318371,1,1,-0.4572612137728389,0,1,0,0,0,1,0,-0.902377589139394,-0.29159359050411576
1,0,0,-0.3001558543980371,1,1,1.0050422449280532,1,1,0,1,0,0,3,0.4597986761923455,-0.9506091865754974
0,0,1,0.7992939660427822,1,1,-1.4875204687666492,0,0,1,1,0,0,1,-0.5092432502716085,1.7483344646833467
0,1,0,-1.0331224013585834,1,0,0.3735930241253952,1,1,0,1,0,0,3,-0.45489934062790593,-1.1454572085965649
1,0,0,-0.7888002190384014,1,0,0.5065297021891128,1,0,1,1,0,0,3,-0.23170132842970687,-0.8779241018646738
0,1,0,-0.7073594915983407,1,1,0.8388713973484064,1,1,0,0,0,1,3,0.0948351439966796,-1.2413646544870427
1,0,0,-0.4223169455581282,1,1,-0.3243245357091214,1,1,0,0,0,1,0,-0.5799031686712733,-0.13828081229134026
0,0,0,-0.5444780367182193,1,1,-1.4875204687666492,0,0,1,1,0,0,0,-1.4601473723080562,0.6514827133746611
1,0,1,-0.3815965818380978,0,0,-1.1551787736073555,0,0,1,1,0,0,0,-1.1657462740214457,0.7785445306404383
0,0,0,1.6137012404433893,1,1,1.6364914657307112,0,1,0,1,0,0,2,2.253170655343298,-0.06395093691335868
1,1,0,1.6137012404433893,1,1,1.1047447534758412,0,0,1,1,0,0,2,1.941770195924768,0.3088754555829759
0,0,1,1.0843365120829946,1,0,1.071510583959912,0,1,0,0,1,0,2,1.451103069890452,0.10843473083499319
0,0,1,1.5322605130033284,1,1,0.3403588546094659,0,0,1,1,0,0,2,1.2972611936245706,1.007323395850573
1,0,1,1.5322605130033284,1,1,1.2044472620236295,0,0,1,0,1,0,2,1.87791797085131,0.4373372421601169
1,0,1,-0.9516816739185228,1,1,1.270915601055488,0,0,1,0,1,0,3,0.17680961485998137,-1.3427054628064938
0,0,0,-1.1960038562387048,1,1,-1.3213496211870024,0,1,0,0,0,1,0,-1.8277420806038198,-0.01212442267672724
1,1,0,-0.62591876415828,1,1,1.2376814315395588,0,0,1,0,0,1,3,0.44448467343561426,-1.359635012989434
0,0,1,-0.1779947632379461,1,1,0.174188007029819,0,0,1,1,0,0,3,-0.023644373752711292,-0.07301912825733833
0,0,0,-0.9109613101984924,1,1,-0.3575587052250508,0,0,1,1,0,0,0,-0.9201750377258845,-0.37889948418305647
1,0,1,-0.8702409464784621,1,0,-1.45428629925072,0,1,0,0,0,1,0,-1.6947563864518265,0.4729053564389872
1,1,0,1.6137012404433893,1,0,1.270915601055488,0,1,0,0,1,0,2,2.011892727381884,0.11000010200645477
1,0,0,-0.9924020376385532,1,1,0.174188007029819,1,0,1,1,0,0,3,-0.6026601680201581,-0.783272519303622
1,1,0,1.4915401492832985,1,0,-1.4875204687666492,0,1,0,1,0,0,1,0.006998570564382453,1.9100213825353458
0,0,1,0.2699292376823877,1,1,-1.4875204687666492,0,0,1,0,1,0,1,-0.9106185157697531,1.3839951707520612
1,0,1,1.4100994218432374,0,0,-0.4572612137728389,0,1,0,0,0,1,1,0.5615181267232195,1.4565299914391567
1,0,0,0.2699292376823877,1,0,-1.4875204687666492,0,1,0,0,0,1,1,-0.9210850865371039,1.1333176477883908
1,0,1,0.880734693482843,1,0,0.0412513289661016,0,0,1,1,0,0,2,0.6199153439933528,0.7653024142681811
0,0,0,-1.2774445836787656,1,0,0.3071246850935365,1,1,0,1,0,0,3,-0.7271128043900854,-1.180667582844491
0,0,1,1.6137012404433893,0,0,-0.1581536881294745,0,1,0,0,1,0,1,0.9028574919499847,1.395559718292509
1,0,0,-0.9109613101984924,1,1,1.1379789229917707,1,0,1,0,0,1,3,0.12014770948554386,-1.4005009114919458
1,0,1,-0.7888002190384014,1,1,1.071510583959912,1,1,0,0,0,1,3,0.15304748610044971,-1.1923687135911014
0,0,0,0.1070477828022663,1,0,1.1379789229917707,0,1,0,1,0,0,3,0.8338826083596345,-0.7833717974118816
1,0,1,-0.8295205827584317,0,1,-0.9557737565117794,0,0,1,0,1,0,0,-1.3620122841562292,0.3434375282756062
1,0,0,-0.055833672077855,1,0,0.8721055668643357,0,1,0,0,1,0,3,0.5020334060395603,-0.6926201788650191
0,0,1,0.8400143297628127,1,0,1.437086448635135,0,1,0,1,0,0,2,1.5661438106139163,-0.3180408053265091
1,0,0,-0.0965540357978854,1,1,-1.4875204687666492,0,1,0,0,1,0,0,-1.1857907201890336,0.9052665507683069
0,0,0,0.5549717837226001,1,0,0.3403588546094659,0,0,1,1,0,0,2,0.5972709884923553,0.1573434313184864
0,0,0,-0.5444780367182193,1,0,0.8388713973484064,1,1,0,1,0,0,3,0.16417606707226962,-1.0333108216449058
0,0,0,-0.3815965818380978,1,0,-0.3575587052250508,0,0,1,1,0,0,0,-0.554635383909455,-0.01829095115402704
0,1,0,-0.7073594915983407,1,0,-0.3243245357091214,1,0,1,1,0,0,3,-0.7070790652998084,-0.35838052648108604
1,0,0,0.6364125111626608,1,0,-1.4875204687666492,0,1,0,0,0,1,1,-0.6631771784846595,1.3892253268563597
1,0,1,-0.3001558543980371,1,1,1.0382764144439829,1,0,1,1,0,0,3,0.4998847213233828,-0.7336129730262319
1,0,0,0.7992939660427822,1,0,1.3373839400873468,1,1,0,0,1,0,2,1.4323574482663801,-0.4144035333590668
1,0,0,-0.8295205827584317,1,0,0.5729980412209714,1,1,0,0,0,1,3,-0.23985072118425488,-1.0466824525438811
0,0,0,0.6364125111626608,1,0,-1.3213496211870024,0,1,0,0,0,1,1,-0.5451965314898103,1.258378080371747
0,0,0,0.2292088739623573,1,0,-1.4875204687666492,0,1,0,1,0,0,1,-0.9340462997837075,1.1014450846506814
0,0,0,-0.5851984004382496,0,0,-0.9890079260277088,0,0,1,1,0,0,0,-1.1962895906776618,0.34700275661415475
0,0,0,0.5142514200025698,1,0,-0.4904953832887682,0,0,1,1,0,0,1,-0.018062094731735284,0.6983758024684293
1,0,0,-0.8295205827584317,1,1,0.8388713973484064,0,1,0,0,0,1,3,-0.04512020235730935,-1.2198758587206875
0,1,0,1.369379058123207,1,1,1.2376814315395588,0,0,1,1,0,0,2,1.8643451715914792,0.030201752028239173
0,0,0,1.6137012404433893,1,1,-1.4875204687666492,0,0,1,0,0,1,1,0.043593737992755885,2.144979042851966
0,0,0,1.5322605130033284,0,1,-0.6566662308684151,0,0,1,1,0,0,1,0.5355096399275345,1.6068297271019025
0,0,0,-0.2187151269579764,1,1,0.8388713973484064,0,1,0,0,1,0,3,0.3715799115113744,-0.7914963054595603
1,1,0,-0.7888002190384014,1,0,1.0050422449280532,1,1,0,0,0,1,3,0.14721829699593586,-1.4042082965052356
0,0,1,1.3286586944031769,1,0,0.8388713973484064,0,0,1,1,0,0,2,1.4989910207337365,0.5144366361158343
0,0,1,-0.748079855318371,1,0,0.174188007029819,0,1,0,1,0,0,3,-0.443205630753992,-0.5613849135638708
0,0,1,-0.62591876415828,1,0,0.6727005497687596,1,1,0,1,0,0,3,-0.005230338672219073,-0.8177622885023783
0,0,0,-0.055833672077855,1,1,-1.45428629925072,0,0,1,0,1,0,0,-1.1216447161451248,0.9752194212125453
1,0,1,-0.3408762181180675,1,0,-1.3545837907029317,0,1,0,0,1,0,0,-1.2656132603553572,0.7930344845903354
0,0,0,-1.1960038562387048,1,1,-1.4875204687666492,0,0,1,0,0,1,0,-1.9337002237426508,0.1830201699975381
1,0,0,-0.62591876415828,1,0,0.4068271936413246,1,1,0,1,0,0,3,-0.1988539760574115,-0.7771026498183323
1,0,0,1.369379058123207,1,1,0.1409538375138897,0,0,1,0,1,0,2,1.0071043307133611,0.8939940950542584
1,0,0,0.5142514200025698,1,0,-0.3907928747409802,0,1,0,0,1,0,1,0.01147497875826893,0.5710476007423249
1,0,0,0.1070477828022663,1,1,0.9053397363802652,0,0,1,0,1,0,3,0.6584973867201888,-0.5113749214980856
1,0,1,0.3106496014024181,0,0,-0.8228370784480619,0,1,0,0,0,1,1,-0.4703433229923716,0.9393722396289922
0,0,0,-0.9109613101984924,1,1,0.6727005497687596,1,0,1,1,0,0,3,-0.1926959929707935,-1.085038015747239
0,0,0,0.7992939660427822,1,0,-0.0252170100657571,0,1,0,0,1,0,1,0.47085306110851366,0.5025676863483336
0,0,0,-0.7888002190384014,1,0,-1.5207546382825785,0,0,1,1,0,0,0,-1.6625470347844062,0.4946203640131672
0,1,0,0.4328106925625091,1,1,0.8388713973484064,0,0,1,1,0,0,2,0.9236423928282441,-0.35044059122097254
0,0,0,0.3513699651224484,1,0,-1.4875204687666492,0,1,0,0,0,1,1,-0.8631269008853641,1.1732320859726038
0,1,0,0.7992939660427822,0,0,-0.4904953832887682,0,0,1,1,0,0,1,0.18337588894784185,0.8822477446183087
0,0,0,1.5729808767233588,1,0,0.9385739058961944,0,1,0,0,0,1,2,1.7096619410245573,0.36341533434372547
1,0,0,1.1657772395230557,1,1,1.3706181096032763,0,0,1,1,0,0,2,1.7609452206207583,-0.09629247456570886
0,0,0,-0.2594354906780068,0,0,-0.6899004003843444,0,1,0,0,0,1,0,-0.7822616136608737,0.2747014488432617
1,0,1,1.6137012404433893,1,1,0.1077196679979603,0,0,1,1,0,0,2,1.1896592831661368,1.240596340078445
0,0,0,0.3920903288424788,1,1,0.4400613631572539,0,0,1,0,1,0,2,0.5311988200743922,-0.010388278179025899
0,0,1,1.002895784642934,1,0,0.0080171594501722,0,1,0,1,0,0,1,0.6716857112529232,0.7751784201923686
1,0,1,-0.9516816739185228,1,1,-1.4875204687666492,0,0,1,1,0,0,0,-1.742115239273373,0.5426183774117198
0,0,0,-0.9516816739185228,1,0,0.2074221765457484,1,1,0,1,0,0,3,-0.5682625284452155,-0.8848581034140638
1,0,0,0.0256070553622056,1,0,-0.6566662308684151,0,1,0,1,0,0,0,-0.49129713912355416,0.40676152906409496
1,0,0,-1.2774445836787656,1,0,-1.5207546382825785,0,0,1,0,0,1,0,-2.0221194665024442,0.156848501830477
0,0,0,-1.0331224013585834,1,1,0.4732955326731833,1,0,1,1,0,0,3,-0.4194676914139915,-1.03366860158543
1,0,0,-1.2774445836787656,1,1,0.2406563460616778,1,1,0,0,0,1,3,-0.7827481661430022,-1.1226359893614752
1,0,1,1.3286586944031769,1,0,-1.4875204687666492,0,1,0,1,0,0,1,-0.15572610031119685,2.044645651522724
1,0,0,-0.9109613101984924,1,0,0.7059347192846889,1,1,0,0,1,0,3,-0.21708704254868488,-1.1758447851476699
1,0,0,1.5322605130033284,1,1,1.0050422449280532,0,0,1,1,0,0,2,1.7607154031149441,0.41018048989600214
0,0,0,-0.1372743995179157,1,0,1.1379789229917707,1,1,0,1,0,0,3,0.6619440029913383,-0.9539769167905275
1,0,1,-0.4630373092781585,1,0,1.3041497705714176,1,1,0,0,0,1,3,0.539574430495524,-1.1333817495372642
1,0,0,-1.2774445836787656,1,0,0.8721055668643357,1,1,0,1,0,0,3,-0.32881800026841845,-1.550950907147363
1,0,0,-1.1145631287986442,1,0,-1.4875204687666492,0,1,0,1,0,0,0,-1.880353946504978,0.18007086301013125
1,0,0,0.9621754209229036,1,1,0.8388713973484064,0,1,0,0,0,1,2,1.2157629036768631,0.031228350056049257
1,0,1,0.1070477828022663,1,0,0.6727005497687596,1,0,1,1,0,0,3,0.5213173468974059,-0.20774171429278282
1,0,1,-0.9109613101984924,1,0,-1.4875204687666492,0,1,0,0,0,1,0,-1.7468798866397175,0.4672498321844016
0,0,0,-0.055833672077855,0,0,-0.4904953832887682,0,1,0,0,0,1,0,-0.4981770467615768,0.28020040780766786
1,1,0,0.188488510242327,1,0,0.7059347192846889,1,0,1,1,0,0,3,0.650196215276728,-0.42201301871489794
1,1,0,1.002895784642934,1,1,1.0050422449280532,1,1,0,0,0,1,2,1.4150953941783206,-0.14406819543712893
0,0,1,0.0663274190822359,1,1,-1.288115451671073,0,1,0,1,0,0,1,-0.8956338572778246,1.0185958515646214
0,0,0,-1.1960038562387048,1,1,1.1379789229917707,1,0,1,0,0,1,3,-0.07980201291516079,-1.6164941523757017
0,0,0,-1.1552834925186746,1,1,0.6062322107369008,0,0,1,0,1,0,3,-0.44041035079227575,-1.2047806791197269
0,0,0,0.880734693482843,1,1,-1.4875204687666492,0,1,0,0,0,1,1,-0.4835992647725099,1.5519124035843734
1,0,1,-1.0738427650786138,1,1,-1.4875204687666492,0,0,1,0,0,1,0,-1.8431344457433256,0.4438002593549962
1,0,0,-0.4223169455581282,1,0,-0.1581536881294745,0,1,0,0,1,0,3,-0.48335354676797515,-0.2423893263688055
1,0,0,-0.3815965818380978,1,0,1.071510583959912,0,1,0,1,0,0,3,0.44242594850771777,-1.0620707766101267
0,0,0,1.4508197855632678,1,0,-0.2246220271613333,0,1,0,0,1,0,1,0.7885536129982538,1.0941866452091884
0,0,1,0.6364125111626608,1,0,-1.4875204687666492,0,1,0,1,0,0,1,-0.6422401649923953,1.544310545007891
1,0,1,0.0663274190822359,1,0,-1.45428629925072,0,1,0,1,0,0,1,-1.020608495420886,1.140407205757864
0,0,0,0.3513699651224484,1,1,0.5065297021891128,0,0,1,1,0,0,2,0.5783181382995288,-0.08968492074829187
1,0,0,-0.9516816739185228,1,1,0.3735930241253952,0,0,1,0,1,0,3,-0.4620429585665613,-0.886205175202532
0,1,0,-0.5851984004382496,1,0,1.3041497705714176,0,1,0,0,0,1,3,0.5023493789703986,-1.4839992594083982
1,0,0,0.1070477828022663,1,0,1.0382764144439829,0,1,0,1,0,0,3,0.7628360932844688,-0.6980818755443132
1,0,1,0.9214550572028734,1,0,0.4732955326731833,0,0,1,1,0,0,2,0.9536436356993433,0.49761399082050256
1,0,0,0.880734693482843,1,1,1.437086448635135,0,0,1,1,0,0,2,1.6072843129440957,-0.34088910512450654
0,1,0,-1.2367242199587352,1,0,0.4732955326731833,1,1,0,0,1,0,3,-0.5566219344221305,-1.350658996948555
1,0,0,0.7992939660427822,1,0,1.3706181096032763,0,1,0,0,0,1,2,1.4696162309739196,-0.4560028854241039
1,0,0,1.6137012404433893,1,1,0.174188007029819,0,1,0,0,0,1,2,1.2049245321288202,0.9417485812362122
1,0,0,-0.9516816739185228,1,0,0.174188007029819,0,1,0,1,0,0,3,-0.5923749116006981,-0.8451255061635394
0,0,1,-1.1960038562387048,1,1,0.174188007029819,0,0,1,1,0,0,3,-0.7400552294539455,-0.7838737923350297
1,1,0,-1.1552834925186746,1,0,0.3403588546094659,0,0,1,1,0,0,3,-0.5536038398071595,-1.1097758899037082
1,0,1,1.4915401492832985,1,1,0.3735930241253952,0,1,0,0,0,1,2,1.2649994177145403,0.8782976424218902
0,0,1,1.4100994218432374,0,0,-0.9557737565117794,0,1,0,0,1,0,1,0.19636573777353794,1.8000766808814994
1,0,0,-1.1552834925186746,1,0,0.5065297021891128,1,1,0,0,0,1,3,-0.5160363269283333,-1.2285986204316985
1,0,0,-0.7888002190384014,0,0,-0.6234320613524857,1,0,1,1,0,0,0,-1.0820793534552913,-0.028779526653123395
0,0,1,0.5142514200025698,1,1,0.5397638717050421,0,1,0,0,0,1,2,0.6952256432362044,0.06502991842269346
1,0,0,1.4508197855632678,1,0,1.2044472620236295,0,1,0,1,0,0,2,1.8258337526093062,0.12635296949562952
0,0,1,1.4915401492832985,1,0,0.3071246850935365,0,1,0,1,0,0,2,1.2267665156280907,0.9113806981729624
0,0,0,1.5322605130033284,0,0,-0.2246220271613333,0,0,1,0,1,0,1,0.804745885723761,1.3069763561888603
0,0,0,-1.2774445836787656,1,1,-1.4875204687666492,1,0,1,1,0,0,0,-1.9759631884129452,0.13966735523872342
0,0,1,0.5142514200025698,1,0,-1.288115451671073,0,1,0,0,0,1,1,-0.6024569757032986,1.308820453100035
0,0,1,0.188488510242327,1,0,-1.4875204687666492,0,0,1,0,1,0,1,-0.9749253753740641,1.3180909053344758
0,0,1,-0.9109613101984924,0,0,-0.8228370784480619,0,1,0,0,1,0,0,-1.3431827493859096,0.08821339755027505
0,0,1,-1.2774445836787656,1,1,0.805637227832477,0,1,0,1,0,0,3,-0.3628710313334302,-1.3547880304548188
1,0,1,-0.1372743995179157,1,1,0.1409538375138897,0,0,1,1,0,0,3,-0.019100322680144402,-0.004852344443706219
1,1,1,1.6137012404433893,1,0,1.3041497705714176,0,0,1,1,0,0,2,2.0808203930464244,0.3216911841666064
0,0,0,-1.2367242199587352,1,1,0.3735930241253952,1,0,1,1,0,0,3,-0.6331510604337632,-1.107503547475402
1,0,0,-0.3408762181180675,1,0,-0.3575587052250508,0,1,0,0,1,0,0,-0.5668430740709263,-0.04884897939145796
0,0,0,-1.1552834925186746,1,0,0.4732955326731833,1,1,0,1,0,0,3,-0.5238081719067292,-1.2092583346977783
1,0,0,1.6137012404433893,1,0,-1.5207546382825785,0,1,0,1,0,0,1,0.016160080814488928,2.107940025046866
0,0,0,-0.8702409464784621,1,1,0.4732955326731833,0,0,1,1,0,0,3,-0.304841954501794,-0.9199318553329995
0,0,1,0.4735310562825394,1,0,-1.4875204687666492,0,1,0,0,1,0,1,-0.7857075224380956,1.4358789301445742
1,0,1,1.2064976032430856,1,0,-1.4875204687666492,0,0,1,1,0,0,1,-0.23031821633496802,2.0405943729650557
1,0,1,1.5322605130033284,1,0,-1.3213496211870024,0,1,0,1,0,0,1,0.10489140062825829,2.0729232727956513
0,1,0,-1.2774445836787656,0,0,-1.3213496211870024,1,1,0,1,0,0,0,-1.8761560923390947,-0.07968049351878614
0,0,0,-1.1552834925186746,1,0,1.3706181096032763,1,1,0,1,0,0,3,0.1098026090089954,-1.824282217027873
0,1,0,-1.2367242199587352,1,0,0.7059347192846889,1,1,0,0,1,0,3,-0.3923524727032389,-1.5101096331082091
0,0,0,0.3513699651224484,1,1,-0.291090366193192,0,1,0,1,0,0,1,0.0037313686029522147,0.3757516935245815
0,1,0,-1.2774445836787656,1,1,-1.5207546382825785,1,1,0,0,1,0,0,-1.9863083350924662,-0.003337552708971306
1,1,0,1.6137012404433893,1,0,0.6394663802528302,0,0,1,1,0,0,2,1.6062372813387726,0.6187408356109142
0,0,0,1.247217966963116,1,0,1.4703206181510644,0,1,0,0,0,1,2,1.8558835225576287,-0.2285167550974881
1,0,0,1.4508197855632678,1,1,0.5065297021891128,0,0,1,0,0,1,2,1.3363466414754164,0.6814764930302165
0,1,0,1.0843365120829946,1,0,1.1712130925077,0,1,0,0,0,1,2,1.5833949184810563,-0.22708296108689624
1,1,0,0.7992939660427822,0,0,-0.5237295528046976,0,0,1,1,0,0,1,0.15926350579235932,0.9219803418688332
1,1,1,-0.2594354906780068,1,1,1.3706181096032763,1,1,0,0,0,1,3,0.7901254511778665,-1.1175696695610757
1,0,0,1.369379058123207,0,1,-0.2578561966772627,0,0,1,1,0,0,1,0.701843377337796,1.23670296808921
0,1,0,0.9621754209229036,1,1,1.0382764144439829,0,0,1,0,0,1,2,1.421928529766131,-0.13098369811910607
0,0,0,1.6137012404433893,1,0,0.4732955326731833,0,1,0,1,0,0,2,1.4248293556006284,0.7242663515935421
1,1,0,-1.2367242199587352,1,0,0.174188007029819,0,0,1,0,1,0,3,-0.7570936585959692,-1.0474458200981993
1,0,0,1.4508197855632678,1,0,1.7361939742784993,0,0,1,1,0,0,2,2.21268399462715,-0.15685434630906764
1,0,1,1.1657772395230557,1,1,0.6727005497687596,0,0,1,0,0,1,2,1.2583287241890975,0.5270674702719856
1,0,0,-1.2774445836787656,1,0,-1.4875204687666492,0,0,1,1,0,0,0,-1.9836024967567985,0.14758539788935576
1,0,0,-1.2367242199587352,1,0,-1.4875204687666492,0,0,1,1,0,0,0,-1.9549460625287491,0.17601958445246346
0,0,0,-1.2367242199587352,1,0,-1.4875204687666492,1,0,1,0,1,0,0,-1.9831423658666103,0.1643707808995753
1,1,1,1.4508197855632678,1,0,0.6727005497687596,0,1,0,0,0,1,2,1.4938933124510534,0.5459821822770381
1,0,0,-0.9516816739185228,1,0,0.1077196679979603,0,0,1,1,0,0,3,-0.6279318568600041,-0.7183169004148401
1,0,0,-0.7888002190384014,1,0,0.6062322107369008,1,0,1,1,0,0,3,-0.161300130550182,-0.9462600887902398
0,0,0,-0.4223169455581282,1,0,-1.4875204687666492,0,0,1,0,1,0,0,-1.4100136813056228,0.7330545121617282
1,0,1,1.369379058123207,1,0,-1.3213496211870024,0,1,0,1,0,0,1,-0.009734336283939424,1.959186526543221
1,0,1,-0.9924020376385532,1,0,-1.4875204687666492,0,1,0,1,0,0,0,-1.7891428513100116,0.4238970174255869
1,0,1,-1.2367242199587352,1,0,0.174188007029819,0,1,0,0,0,1,3,-0.8027780624720302,-0.8991567757465609
1,0,0,-1.1960038562387048,1,0,-0.291090366193192,0,1,0,0,1,0,0,-1.1216940609402797,-0.6915242218337627
1,0,0,-1.1145631287986442,1,1,0.9053397363802652,1,0,1,1,0,0,3,-0.17235401958778981,-1.3697056497804292
1,0,0,-0.7888002190384014,1,0,-1.4875204687666492,0,1,0,1,0,0,0,-1.651102472680583,0.4075443555149925
1,0,1,0.8400143297628127,1,0,0.0080171594501722,0,1,0,0,0,1,1,0.5413647533592799,0.6648800505145397
1,0,0,-1.1960038562387048,1,0,-1.4875204687666492,0,1,0,0,0,1,0,-1.9527167187468812,0.10968693151651523
1,0,0,0.5549717837226001,1,1,1.0050422449280532,0,1,0,0,0,1,2,1.0465338911955775,-0.3670068271176375
0,0,0,0.2699292376823877,0,0,-0.8228370784480619,0,0,1,1,0,0,1,-0.47716914208941646,0.8302273628968052
0,0,1,-0.0965540357978854,1,0,1.437086448635135,0,0,1,1,0,0,3,0.9184230100291576,-0.89077581514633
0,0,0,-0.3815965818380978,1,1,1.1379789229917707,0,1,0,0,0,1,3,0.48194948498544954,-1.129061702245204
1,0,1,0.3106496014024181,1,0,-1.4875204687666492,0,1,0,0,1,0,1,-0.900978576545934,1.3390961188341461
0,0,0,0.5142514200025698,1,0,-0.0584511795816865,0,1,0,1,0,0,1,0.2756325760858289,0.32100191132598793
1,0,0,0.8400143297628127,1,0,-1.4875204687666492,0,1,0,0,1,0,1,-0.5336867240921104,1.550216949428413
0,1,0,1.6137012404433893,1,0,1.5700231266988525,0,1,0,0,1,0,2,2.2237416382161,-0.11196179371224602
